Declaration Number,Declaration Type,Declaration Date,State,County,Disaster Type,Disaster Title,Start Date,End Date,Close Date,Individual Assistance Program,Individuals & Households Program,Public Assistance Program,Hazard Mitigation Program
DR-1086,Disaster,01/13/1996,VA,Galax,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Hampton,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Harrisonburg,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Hopewell,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Lexington,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Lynchburg,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Manassas,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Manassas Park,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Martinsville,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Newport News,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Norfolk,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Norton,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Petersburg,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Poquoson,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Portsmouth,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Radford,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Richmond,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Roanoke,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Salem,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,South Boston,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Staunton,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Suffolk,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Virginia Beach,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Waynesboro,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Williamsburg,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Winchester,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Accomack County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Albemarle County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Alleghany County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Amelia County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Amherst County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Appomattox County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Arlington County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Augusta County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Bath County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Bedford County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Bland County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Botetourt County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Brunswick County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Buchanan County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Buckingham County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Campbell County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Caroline County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Carroll County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Charles City County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Charlotte County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Chesterfield County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Clarke County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Craig County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Culpeper County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Cumberland County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Dickenson County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Dinwiddie County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Essex County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Fairfax County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Fauquier County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Floyd County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Fluvanna County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Franklin County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Frederick County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Giles County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Gloucester County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Goochland County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Grayson County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Greene County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Greensville County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Halifax County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Hanover County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Henrico County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Henry County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Highland County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Isle of Wight County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,James City County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,King and Queen County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,King George County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,King William County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Lancaster County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Lee County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Loudoun County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Louisa County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Lunenburg County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Madison County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Mathews County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Mecklenburg County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Middlesex County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Montgomery County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Nelson County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,New Kent County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Northampton County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Northumberland County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Nottoway County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Orange County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Page County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Patrick County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Pittsylvania County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Powhatan County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Prince Edward County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Prince George County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Prince William County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Pulaski County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Rappahannock County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Richmond County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Roanoke County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Rockbridge County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Rockingham County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Russell County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Scott County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Shenandoah County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Smyth County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Southampton County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Spotsylvania County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Stafford County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Surry County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Sussex County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Tazewell County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Warren County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Washington County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Westmoreland County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Wise County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,Wythe County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1086,Disaster,01/13/1996,VA,York County,Snow,Blizzard of 96 (Severe Snow Storm),01/06/1996,01/12/1996,11/19/1997,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Alamance County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Alexander County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Alleghany County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Ashe County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Avery County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Bertie County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Buncombe County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Burke County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Cabarrus County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Caldwell County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Camden County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Caswell County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Catawba County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Chatham County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Cherokee County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Chowan County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Cleveland County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Davidson County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Davie County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Durham County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Edgecombe County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Forsyth County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Franklin County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Gaston County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Gates County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Graham County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Granville County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Guilford County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Halifax County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Harnett County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Haywood County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Henderson County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Hertford County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Iredell County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Jackson County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Johnston County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Lee County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Lincoln County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,McDowell County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Macon County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Madison County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Mecklenburg County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Mitchell County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Montgomery County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Moore County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Nash County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Northampton County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Orange County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
DR-1087,Disaster,01/13/1996,NC,Pasquotank County,Snow,Blizzard of 96 ,01/06/1996,01/12/1996,09/18/2001,No,No,Yes,Yes
